हेलो एवरीवन मेरा नाम ग्वायर है और आज के इस एसएमसी के लेक्चर नंबर सेवन में हम लर्न करने वाले हैं कि
आप टारगेट रख सकते हो राइट आई होप आप मेरी बातों को समझ रहे हो कि मैं क्या बताने की कोशिश कर
रहा हूं ठीक है कि किस जगहो पर आपको ओवरलैपिंग वाला पार्ट लेना है किस जगहो पर आपको एडवांस ऑर्डर ब्लॉक का
मेन थ्रेस वाला पार्ट लेना है दोनों में एडवांस ऑडर ब्लॉक ही यूज कर रहा हूं दोनों में एडवांस ऑर्डर ब्लॉक ही
यूज कर रहा हूं ठीक है बट कहां पर ओवरलैपिंग और कहां पर मेन थ्रेस होल्ड इसको आपको समझना है राइट नाउ
अगेन प्राइस डाउन आ रहा है अब चीजों को सिंपल वे में समझो देखो स्ट्रक्चर स्टल डाउन ट्रेंड में है राइट स्ट्रक्चर
स्टिल डाउन ट्रेंड में है अब अगर आप यहां पर देखोगे लोअर लो राइट इसका आईडीएम स्टिल अभी भी नहीं हुआ है
ठीक है ये इंटरनल स्विंग में आ जाता है इनसाइड बार के अंदर तो 5 मिनट में नहीं हुआ तो क्या हम
ये पूरे मोमेंटम को मिस कर दें ये जो पूरा मोमेंटम है यहां से यहां तक का 200 पॉइंट का मोमेंटम या
170 पॉइंट का जो मोमेंटम है क्या हम इसे मिस कर दें नो तो अब इसका यूज कैसे किया जाए उसको आप
समझो प्राइस फ्रेक्टल है मैंने आपको सेकंड लेक्चर में बताया था फ्रेक्टल मींस टाइम फ्रेम के अंदर टाइम फ्रेम राइट जो चीजें
क्लियर आपको हायर टाइम फ्रेम प नहीं दिखती है वो आपको लोअर टाइम फ्रेम पे दिखेगी और जो चीजें आपको क्लियर लोअर
टाइम फ्रेम पर नहीं दिख रही है वो आपको हायर टाइम फ्रेम पर दिखेगी राइट इसे बोला जाता है मार्केट का फ्रेक्टल
नेचर मींस अगर आपके हायर टाइम फ्रेम पर डब्लू बन रहा है इस तरीके से तो मान लो ये 15 मिनट में
डब् बना है तो मैं गारंटी के साथ बोल सकता हूं कि न मिनट में भी एक छोटा डब्लू आपको इस पूरे
पार्ट में देखने को मिलेगा और वहीं से एक टर्निंग पॉइंट आया हुआ है राइट इसे बोला जाता है फ्रेक्टल नेचर जो
हायर टाइम फ्रेम प हुआ है लोअर टाइम फ्रेम प भी होगा या जो हायर टाइम फ्रेम पर आप नहीं देख पा
रहे हो वो आप लोर टाइम फ्रेम पर देख सकते हो या जो आप लोअर टाइम फ्रेम पर नहीं देख पा रहे
हो वो हायर टाइम फ्रेम प आप देख सकते हो ठीक है मार्केट का नेचर फ्रेक्टल है तो आपको टाइम फ्रेम चेंज
करके सारी चीजें देखनी होंगी राइट नाउ हायर टाइम फ्रेम प लाइक हम फ मिनट प है तो हमें कंप्लीट स्ट्रक्चर नहीं
दिख रहा है जिससे हम पकड़ सके राइट ना लोअर लो है ना आईडीएम है तो अब इसे पकड़े कैसे अगर आप
देखोगे 19 अक्टूबर में है हम लोग फ मिनट की जगह न मिनट में शिफ्ट हो जाते हैं एंड जाते हैं 19
अक्टूबर को राइट ओके हम आ गए राइट ये वही पार्ट है 19 अक्टूबर लेकिन टाइम फ्रेम चेंज हो गया नाउ नाउ
आप जब आप देखोगे लोअर लो आईडीएम राइट यह आपका आईडीएम एट मिल गया इसे बोला जाता है फ्रेक्टल नेचर टाइम फ्रेम
के अंदर जब आप टाइम फ्रेम पर जाओगे तो चीजों को क्लियर देख पाओगे अगर आप यह सोचो कि लेश भाई हम
कांसे टाइम फ्रेम पर इसे यूज कर देन आप सीरियसली मैं गलत वे में जा र हूं आप पर्टिकुलर एक टाइम फ्रेम
पर नहीं देख सकते देखो मैं आपको अगर टाइम फ्रेम का खेल बताऊ तो यह टाइम फ्रेम अलग अलग टाइम फ्रेम से
है इसके बनाने की नीड क्यों पड़ी क्योंकि कुछ लोग कुछ अलग टाइम फ्रेम पर देख रहे हैं कुछ लोग अलग टाइम
फ्रेम प कुछ लोग अलग टाइम फ्रेम पर और सारे लोग अलग-अलग चीजें देख रहे हैं लेकिन जब आप इसे कंबाइन कर
दोगे तो आपको रियल वे दिखेगा समझ रहे हो अगर मान लो एक इमेज के पजल के टुकड़े अ अलग है कुछ
टुकड़े किसी और को कुछ दिखा दिए कुछ टुकड़े किसी और को दे दिए कुछ टुकड़े किसी और को दे दिया सारे
लोग जो वो इमेज के टुकड़ों को देख रहे हैं तो वो कुछ और इमेजिन कर रहा है वो कुछ और इमेजिन
कर रहा है और थर्ड पर्सन कुछ और इमेजिन कर रहा है राइट बट जब वो तीनों जो पजल है तीनों पजल
को अगर आप जॉइन कर दो तो वो जो एक्चुअल इमेज है राइट वो पजल के टुकड़े जब मिलके एक इमेज बनती
है वो इमेज आप देख पाओगे और वो एक ट्रू इमेज है वो एक ट्रू आंसर है राइट तो जब आप ये
टाइम फ्रेम को सही से देखोगे तो आप एक सही डायरेक्शन पकड़ पाओगे राइट आई होप आप मेरी बातों को पकड़ रहे
हो देखो नाउ आईडीएम हो गया अब डाउन ट्रेंड है तो आपको ऊपर से सेल करना है राइट डाउन ट्रेंड है तो
आपको ऊपर से सेल करना है नाउ यहां पर एक गैप इंबैलेंस है ठीक है तो अब ऑर्डर ब्लॉक तो कहां है
आप अगर यहां पर देखोगे जो आपका एफजी और एफजी वाला जो ऑर्डर ब्लॉक है वो यहां पर है राइट इस जगह
पर आप अगर देखोगे इनसाइड बार के अंदर या जो कुछ भी आप देखना चाहो राइट ये आपका ऑर्डर ब्लॉक है और
फिर यहां पे एक ऑर्डर ब्लॉक है राइट लो ठीक है और प्राइस इसको टैप करके जा रहा है नाउ आप देखो
जब आपको पता है कि इंडोर्समेंट हो चुका है और प्राइस को यहां तक ऑर्डर ब्लॉक तक जाना है तो आप क्या
करोगे नीचे से क्या करोगे बाय करोगे कहां तक के लिए यहां तक के लिए राइट तो अब इस बाइंग को जब
अगर मैं आपको मिटिगेशन ब्लॉक सिखा दिया होता ठीक है क्योंकि अभी मिटिगेशन ब्लॉक आगे वाले पार्ट में हम आएंगे बट अगर
आपको मैंने मिटिगेशन ब्लॉक समझा दिया होता तो आप इस मिटिगेशन ब्लॉक को पकड़ पाते मतलब यहां से आप ट्रेड पकड़ पाते
इस मिटी केशन ब्लॉक को प्राइस ने टैप किया और आप इस ट्रेड को ले पाते हैं राइट ठीक है आई होप
आप मेरी बातों को समझ रहे हो और यह भी एक यूनिकॉर्न सेटअप ही है ओवरलैपिंग के साथ एफजी के साथ मिटिगेशन
ब्लॉक का ओवरलैपिंग तो ये जो पार्ट है ये वीक आपका बाइंग वाला पार्ट बनेगा ये मिटिगेशन ब्लॉक में मैं ये एग्जांपल
आपको दूंगा राइट तो नाउ अभी वन मिनट में हमें क्लियर एंट्री नहीं मिल रही है तो क्या किया जाए आप अगर
यहां पर देखोगे लास्ट सेलिंग कैंडल की जो वक है एफपीजी के साथ क्या कर रही है क्योंकि आप देखो नीचे से
बाय करना है तो लास्ट दो सेलिंग कैंडल देखनी पड़ेगी ग्रीन कैंडल तो देखनी नहीं है बाय करना है ना तो ये
जब आप वक देखोगे ये वक क्या कर रही है एक एफपीजी जो यहां पर इतना बड़ा है उसके साथ क्या कर
रहा है ओवरलैपिंग साथ ही साथ आपका एक मिटिगेशन ब्लॉक जिसको टैप कर रहा है तो ये एक परफेक्ट एक पावरफुल सेटअप
है राइट जहां पर आप ट्रेड प्लान कर सकते हो ठीक है और प्राइस इसी को लेके बिग प्लेयर की एंट्री और
आप देखोगे एट अप साइड में मोमेंटम एट ऑ साइड में मोमेंटम साथ ही साथ आप अगर मिटिगेशन ब्लॉक अभी सीखे नहीं
हो तो अब इसको आप पकड़ोगे कैसे आप जाओ अगेन फ मिनट प एंड 19 अक्टूबर नाउ आप देखो यह वन मिनट
का आईडीएम राइट हमने फ मिनट में नहीं लिया न मिनट का आईम ना अगर आप य पर देखोगे लास्ट सेलिंग कौन
सी है फर्स्ट एंड टू एक साथ है बीच में कोई गैप नहीं है तो ये पूरे पार्ट को लेना पड़ेगा पूरे
पार्ट को राइट एंड पूरे पार्ट में जब आप देखोगे तो इसका मेन थ्रेस होल इस जगह प आ रहा है बट
प्राइस इधर क्यों नहीं आया क्योंकि अगर आप मैं थोड़ा आईडीएम साइड में कर देता हूं जिसे आप क्लियर देख पाओ हो
राइट ये इसलिए नहीं आया क्योंकि ऑर्डर ब्लॉक के ऊपर वीक था और यह वीक एक एफजी के साथ क्या कर रहा
था ओवरलैपिंग क्या कर रहा था ये एफपीजी है और ये वक ओवरलैपिंग हां अगर इस वीक ने एफजी के ऊपर निकल
गया होता राइट तो एफजी का इस डर ब्लॉक से फिर कोई लेना देना नहीं होता प्राइस नीचे तक आता राइट बट
इसकी जो वक है वह आधे में ही है मतलब एफपीजी के पार्ट को फील इधर भी नहीं हो रहा और इधर
भी नहीं हो रहा है राइट आप अगर देखोगे तो इधर भी देखो ऊपर का पूरा पार्ट बाकी है एंड इधर भी
पूरा पार्ट बाकी है राइट फेल होना तो ये एक कंप्लीट सेटअप है राइट ओवरलैपिंग वाला कक पार्ट आप ने लिया राइट
एंड एंड दूसरी बात आपको पहले टारगेट भी नोटिस करना है क्योंकि ट्रेंड तो डाउन है राइट और ऊपर से ही सेल
करना है तो न मीट का ऑर्डर ब्लॉक इसके अंदर है राइट और अगर आप इसकी ब्यूटी को देखोगे तो आप ध्यान
से देखो न मिनट में जो मैंने ऑर्डर ब्लॉक मार्क किया था एजी और ऑर्डर ब्लॉक वाला वो फ मिनट में क्या
है एडवांस ऑर्डर ब्लॉक लास्ट बाइंग कैंडल राइट लास्ट बाइंग कैंडल एंड इस वाले ऑर्डर ब्लॉक को हम पूरा ले रहे हैं
ठीक है एंड फ्रेक्टल नेचर का यूज करते तो हमें छोटा ऑर्डर ब्लॉक मिलता है जिसे हम रिफाइन ऑर्डर ब्लॉक बोलते हैं
राइट यू नो रिफाइन ऑर्डर ब्लॉक राइट तो हमें छोटा स्टॉप लॉस मिलता है और यहां से भी हम ट्रेड प्लान कर
सकते हैं या हम एडवांस ऑर्डर ब्लॉक लेते हैं तो यहां से भी हम ट्रेड प्लान कर सकते हैं राइट नाउ आप
बोलोगे निलेश भाई ये भी तो लास्ट बाइंग कैंडल थी बट ये एक इनसाइड बार के अंदर आ रही थी और इनसाइड
बार वाली कैंडल कौन सी है सेलिंग कैंडल है तो सेलिंग कैंडल के अंदर जो कैंडल आती है वो भी सेलिंग ही
मानी जाएगी राइट ये जस्ट एक क्लियर बाइंग कैंडल था राइट नाउ यहां से जो हमने ट्रेड बनाया उसका टारगेट क्या है
यह ऑर्डर ब्लॉक तक ठीक है इसका टारगेट क्या है यह डर ब नाउ यहां से रिजेक्शन मिला तो ओबवियसली ट्रेंड तो
डाउन है ऊपर से सेल ही करना ये तो काउंटर ट्रेड था ट्रेंड के अगेंस्ट जो ट्रेड करते व काउंटर ट्रेड है
राइट नाउ ये रियल ट्रेड है जो हम ट्रेंड के साथ कर रहे हैं विथ एडवांस ऑडर ब्लॉक ओके एट यहां तक
टारगेट आई होप मैं आपको क्या समझाने की कोशिश कर रहा हूं आप समझ रहे हो ये एडवांस डर ब्लॉक है राइट
ऑलरेडी 37 मिनट का लेक्चर हो चुका है दो घंटे के ऊपर जाने वाला है अगर मैं सारे ब्लॉक लन करवाता हूं
ठीक है बट मुझे नहीं पता अभी तक आप कितने लोग देख रहे हो राइट मुझे कोई परवाह भी नहीं है कि
मेरे व्यूज कितने आते हैं या कितनी लाइक आती है मुझे बस उन लोगों की परवाह है जो मुझे एंड तक देख
रहे हैं और वो सीखना चाहते हैं राट बस उन्हीं के लिए बना रहा हूं कुछ लोग मुझे बांग्लादेश से देखते हैं
कुछ लोग मुझे म्यानमार से देखते हैं कुछ लोग मुझे पाकिस्तान से देखते हैं राइट ऐसा नहीं है कि वो पाकिस्तान से
देख रहे हैं तो मेरे मन में उनके लिए नफरत है राइट मैं उनसे बहुत मोहब्बत कर रहा हूं ठीक है जस्ट
बॉर्डर हमें अलग-अलग कर सकती है बट हम लोग एक ही है राइट हम इंसान है और आप भी इंसान हो ठीक
है तो मैं पूरी कोशिश करूंगा कि आप लोगों को समझा पाऊं आप इसे फॉरेक्स में भी यूज कर सकते हो राइट
जो म्यानमार से देख रहे हैं जो कनाडा से देख रहे हैं राइट जो अमेरिका से देख रहे हैं ठीक है क्योंकि
उनके मैसेज मुझे राट तो आई होप आप मैं आपको सही तरीके से समझा पा रहा हगा और आप अभी तक इसे
देख रहे होंगे राट यह कुछ एग्जांपल जो मैंने आपको बता दिया ठीक है और अगर और नीचे की तरफ हम जाए
ठीक तो उतना कुछ है नहीं ज्यादातर मिटिगेशन ब्लॉक ही है अगर मैं आपको बताऊ मिटिगेशन बलक एंड यह मिशन ब्लॉक को
टैप करके डाउन राइट यह सारी चीज हो रही है राइट और अगर मैं इसे पहले ये जो सारे सेलिंग मैंने डर
ब्लॉक जो बता दिए ना अगर आपको बाइंग डर ब्लॉक बताऊ अगर आप यहां पर देखोगे राट अब डिस्काउंट से हमें बाय
करना है तो हमारा एडवांस डर ब्लॉक कौन सा है अगर आप यहां पर नोटिस करोगे यह जो इनसाइड बार नहीं है
राइट यह पूरी इनसाइड बार ग्रीन है ग्रीन के अंदर य दो कैंडल आ गई है दोनों ग्रीन कैंडल यह वाली इनसाइड
बार नहीं है ब्लैक के राइट यह ग्रीन कैंडल है इसके अंदर ब्लैक आ गई और यह ग्रीन आ गई तीनों ये
दोनों कैंडल इस ग्रीन कैंडल के अंदर इनसाइड बार है राइट जस्ट लास्ट सेलिंग कैंडल कौन सी है ये और ये ठीक
है तो अब हम इसे मार्क करते हैं राइट एंड यह जब हम इधर तक लेते तो मेन थस पार्ट य पर
अब आप बोलोगे मीन थल क्यों नहीं आया रीजन है क्या रीजन है ऑर्डर ब्लॉक के ऊपर वक है और वो वक
एक एजी के साथ ओवरलैपिंग कर रही है राइट और यह पावरफुल सेटअप होता है यह डर बलक राइट एंड इसके बिलो
एक भी बॉडी क्लोज नहीं हुई है और यह ओवरलैपिंग वाला एजी एंड यह आपका एट सेटअप फॉर बाइंग राइट मैंने आपको
बाइंग भी दिखा दिया एंड सेलिंग भी दिखा दिया और ऐसा नहीं है कि कुछ इधर के दिखा रहा हूं और 10
दिन बाद जाकर कुछ दिखा रहा हूं सारे साथ में ही है देखो अ अगर देखोगे बाइंग सेलिंग साथ में ही दिखा
रहा हूं ठीक है अब आप बोलोगे कि हर जगह क्यों वर्क नहीं करता देखो हर जगह जरूरी नहीं है कि एडवांस
ऑर्डर ब्लॉक ही बने कहीं प मिटिगेशन ब्लॉक भी बन सकता है रिक्लेम ब्लॉक भी बन सकता है रिजेक्शन ब्लॉक भी बन
सकता है राइट नाउ आई होप आपको ये क्लियर हो गया हो ठीक है मैं अगर और कुछ एग्जांपल आपको दिखाऊं राइट
अगर मैं आपको कोई और एग्जांपल दिखाऊ तो यह सारे रिजेक्शन वगैरह है ए मिटिगेशन वगैरह है ठीक गैप इ बैलेंस वगैरह
है ठीक है राइट आई होप आपके लिए इतना एग्जांपल ठीक है ठीक है अगर आप ज्यादा एग्जांपल देखना चाहते हो तो
वो भी मैं आपको बता सकता हूं बट मेन चीज य है कि जितना आप खुद से फाइंड करोगे आप इसे मास्टर
मास्टर ही कर पाओगे राइट ठीक है अगर मैं जस्ट सारी चीजें आपको यह बताऊ कि देखो अच्छी ही अच्छी है देन
कोई मतलब नहीं है जैसे अगर मैं आपको यहां पर बताऊ ये सेलिंग कैंडल है राइट यह वाली जो कैंडल है सेलिंग
कैंडल है और यह भी सेलिंग कैंडल है राट यह पूरा का पूरा पार्ट ऑर्डर ब्लॉक है बट प्राइस क्यों मीन थ्रेस
होल तक नहीं आया क्योंकि ऑर्डर ब्लॉक का जो एडवांस ऑर्डर ब्लॉक का जो वक है इसके साथ क्या है एक एवीजी
राइट एंड ये वीक हमें इसकी लेनी है एंड ये आपका सेटअप है राइट आई होप आपको जो चीजें मैं बताना चाह
रहा हूं वो आपको अगेन यहां पर एक और मिल गई राइट ऐसे बहुत सारे सेटअप है जिसको आप समझोगे तो आप
और बेहतर तरीके से लर्न कर पाओगे राइट आई होप आप मेरी बातों को समझ रहे हो कि मैं क्या चीजें समझाना
चाह रहा हूं बिकॉज हर जगह दूसरे सेटअप भी बनते है लाइक ब्रेकर ब्लॉक हुआ मिटिगेशन ब्लॉक हुआ रिक्लेम ब्लॉक हुआ रिजेक्शन
ब्लॉक हुआ तो ये ब्लॉक को भी हमें जाना है ऑलरेडी 41 मिनट का लेक्चर हो चुका है ठीक है तो आई
होप आपको एडवांस ऑर्डर ब्लॉक समझ में आ गया हो नाउ हमारा जो सेकंड पॉइंट है वो है मिटिगेशन ब्लॉक राइट तो
नाउ हम मिटिगेशन ब्लॉक पे शिफ्ट होते हैं ठीक है नाउ हम मिटिगेशन ब्लॉक को समझते हैं कि मिटिगेशन ब्लॉक होता क्या
है और हम इसको किस तरीके से चार्ट में मार्क कर सकते हैं और चार्ट में मैं कुछ एक एग्जांपल भी आपको
दिखाऊंगा जिससे आप इसको और बेहतर तरीके से समझ पाओगे अगर मैं आपको बताऊं कि मिटिगेशन ब्लॉक होता क्या है तो जब
हम प्राइस को अप साइड में जाते हुए देखते हैं प्राइस कुछ इस तरीके से अप साइड में जाता है र हाई
बनाता है प्राइस डाउन आया हायर लो बनाता है एंड प्राइस ये जो हायर हाई है इसको अगेन तोड़ दे राइट तोड़ने
के बाद प्राइस अगेन डाउन आया डाउन आने के बाद प्राइस जो है इस स्विंग को तोड़ नहीं पाया समझो हाई को
तोड़ रहा है बट हायर लो को नहीं तोड़ पा रहा है एंड ऊपर चला गया तो यह क्या हुआ स्विंग फेलियर
हुआ राइट इसको यह तोड़ नहीं पाया और प्राइस ऊपर चला गया नाउ इससे क्या हुआ कि हमारे जो बायस है या
हमारा जो ट्रेंड है वो हमें पता चल गया कि अब साइड में है राइट अब आपने कई बार नोटिस किया होगा
कि जब हायर हाई बनता है और प्राइस जब नीचे आता है तब यहां पर एक ऑर्डर ब्लॉक और एफपीजी होता है
राइट या फिर एडवांस ऑर्डर ब्लॉक होगा एडवांस बलक एडवांस ऑडर ब्लॉक आपने अभी लर्न किया तो थोड़ा आपने इसे नोटिस नहीं
किया होगा बट अब आप इसे चार्ट में नोटिस करोगे राइट तो ये एडवांस ऑर्डर ब्लॉक यहां पर बना है ठीक है
और यहां कहीं पर भी एडवांस ऑर्डर ब्लॉक बना होगा राइट अब प्राइस जो है जब इसको ब्रेक करता है एंड डाउन
आता है तो यह जो ऑर्डर ब्लॉक जो फेल हो गया अगर आपको सिंपल वे में बताऊ ये जो ऑर्डर ब्लॉक यहां
पर था प्राइस यहां से रिजेक्शन लेकर डाउन गिरा नहीं राइट प्राइस ऊपर निकल गया इसके अबाउ क्लोजिंग दे दी इस ब्लॉक
के अबाउ राइट अब इससे हुआ क्या कि यह जो ऑर्डर ब्लॉक था यह फेल हो गया राइट अब प्राइस जो है
नीचे आ रहा है और इस ऑर्डर ब्लॉक को टैप करने के बाद प्राइस ऊपर जा रहा है एंड यह जो टैपिंग
हो रही है इस ऑर्डर ब्लॉक के साथ इसे बोला जाता है मिटिगेशन ब्लॉक मैं सिंपल वे में आपको समझाने की कोशिश
कर रहा हूं राइट अगर मैं भी आपको नहीं समझ में आया मैं अगेन आपको बता देता हूं हमें पहले स्विंग फेलर
देखना है कि भाई प्राइस किस साइड के डायरेक्शन के स्विंग को तोड़ नहीं पा रहा है मैंने यहां पर देखा कि
डाउन साइड के स्विंग को तोड़ नहीं पा रहा है तो प्राइस जो है अप साइड के ऑर्डर ब्लॉक को बारबार तोड़
रहा है देखो अगर यहां पर देखोगे तो यहां प जो डर ब्लॉक था उसको तोड़ दिया और ऊपर चला गया ए
प्राइस डाउन फिर ऊपर चला गया इसको तोड़ दिया राइट तो जो ऑर्डर ब्लॉक फेल हो रहे हैं राइट मींस जो हायर
हाई है प्राइस उस हायर हाई को पिछले हायर हाई को टैप करके अप साइड में जाता है और उस वाले पार्ट
को या उस ऑर्डर ब्लॉक को बोला जाता है मिटिगेशन ब्लॉक राइट सेम चीजें डाउन ट्रेंड में भी होती है अगर मैं
डाउन ट्रेंड में आपको बताऊं आप टेंशन मत लो राइट मैं इसको थोड़ा और डेप्थ में बताऊंगा तो आप और अच्छे तरीके
से समझ पाओगे थोड़ा बहुत ऊपर से जा रहा होगा बट मैं आपको सही वे में समझा दूंगा टेंशन मत लो प्राइस
जो है डाउन साइड गया अब नाउ इसमें क्या नोटिस करना है कि प्राइस जो है पिछले जो हा हायर लो था
राट या लोर हाई था सॉरी लोर हाई था उसको व तोड़ नहीं पा रहा है जैसे अगर आप यहां पर देखोगे
इसंग को तोड़ दिया अब ना जब ऊपर इसको लेने जाना चाहिए व लेने नहीं गया यहीं से गिर गया यह क्या
हुआ स् फेलियर राइट ट्रेंड डाउन है नाउ इसमें मिटिगेशन ब्लॉक आपको कहां पर देखने को मिलेगा उसको समझो अब जब प्राइस
ऊपर जाएगा राइट तो वो इस वाले मिटिगेशन ब्लॉक को टैप करके गिरेगा ये लाइक कुछ आपको सपोर्ट रेजिस्टेंस टाइप दिख रहा
है बट ये उससे एडवांस है और इसके पीछे का लॉजिक क्या है वो भी मैं आपको बताता हूं जिसको लॉजिक नहीं
पता होता जिसको कांटेक्ट इसके पीछे का नहीं पता होता वो सम टाइम सोचते हैं कि वाओ सपोर्ट रेजिस्टेंस कितना बेहतर वे
में वर्क कर रहा है राइट बट उनको लॉजिक नहीं पता और यही रीजन है कि वो सम टाइम्स वर्क करता है
सम टाइम्स वर्क नहीं करता ठीक है मैं जस्ट आपको इसका पूरा लॉजिक बताऊंगा और इसके अंदर ओवरलैपिंग सारी चीजें मैं आपको
बताऊंगा ठीक है कि कितने पीडी अरेस या प्रीमियम अरेस मिक्स होकर आपको और स्ट्रांग बता सकते हैं राइट या और स्ट्रंग
पीआई बना सकता है राइट मैं सारी चीज आपको बताऊंगा बट अभी हमें समझना है कि स्विंग फेलियर होता क्या है और
हम इसको कंफर्म कैसे करें यह स्विंग बना लोअर लो ऊपर गया लोअर हाई नाउ नया लोअर लो अब प्राइस जो है
डाउन ट्रेंड में है कैसे पता चला कि भाई लोअर लो टूट रहा है लोअर हाई नहीं टूट पा रहा अब ये
प्राइस जब ऊपर जाएगा तो ये जो लोर लो था इसमें लास्ट जो बाइंग कैंडल थी याद रखना ट्रेंड डाउन है तो
लास्ट वाली यहां की बाइंग कैंडल राट प्राइस उसको टैप करेगा एंड डाउन एंड यह जो ब्लॉक होगा यह हमारा मिटिगेशन ब्लॉक
होगा अगर ट्रेंड मान लो अगर ट्रेंड आपका अप है एंड हायर हाई ब्रेक हो चुका है हायर लो ब्रेक नहीं हो
पा रहा जो है इस हायर हाई का पहला जो सेलिंग कैंडल है बाइंग कैंडल की बात नहीं कर रहा हूं सेलिंग
कैंडल है उसको टैप करेगा एंड प्राइस अप साइड में जाएगा एंड यह जो चीज है आपका मिटिगेशन ब्लॉक रहेगा आई होप
आप मेरी बातों को समझ रहे हो नाउ इसके पीछे का लॉजिक क्या है उसको भी समझो देखो कुछ लोग जो है
यहां से बाय करने की कोशिश करते हैं और उन्हें लगता है कि प्राइस ऊपर जाएगा राइट और वो स्टॉप लस कुछ
इस तरीके से रखते हैं एंड टारगेट कुछ इस तरीके से रखते हैं अगर थोड़ा इसे सही से मार्क करो ओके नाउ
अगर आप यहां पर देखोगे ओ जस्ट ट प्राइस नीचे गया ऊपर गया अब यहां पर इन्होंने बाय किया था इस जगह
प राइट इस जगह पर इन्होने बाय किया था प्राइस ऊपर गया राइट थोड़ा प्रॉफिट इनको दिखा एंड सडन ड्र डाउन में
य आ गए लॉस में आ गए नाउ प्राइस जब अगेन ऊपर जाता है तो ये यहां पर जो ब्रेक वन पर
इन्होंने बाय किया हुआ था वहां पर प्राइस पहुंचता है राइट और जब यह लोग ब्रेक ववन पर निकलने की सोचते हैं
तब यहां पर एक लिक्विडिटी जनरेट होती है राइट यह लोग अपने प्रोडक्ट को सेल कर रहे हैं समझ पहले य से
बाय किया था नाउ इसको यहां पर सेल कर रहे हैं एंड प्राइस यहां से फिर डाउन जाता है ट तो यह
वाले पार्ट पर लिक्विडिटी जनरेट हो रही है और यह इसके पीछे का लॉजिक है यह इसके पीछे का रीजन है कुछ
लोग यहां पर बाय कर लेते और इस जगह पे जो है टॉप लॉस रख देते हैं टॉप लॉस हिट भी हो
जाता है एंड फिर साइकोलॉजी की वजह से होल्ड नहीं कर पाते और यहां पे मिड में आके सोचते हैं कि यार
कम लॉस में निकाल देते हैं और वो निकाल देते हैं यहां पे भी लिक्विडिटी जनरेट होती है या फि स्टॉप लस
हिट होता है तो जो अपना माल है वो कट करते हैं एंड लिक्विडिटी जनरेट होती है और उसके वजह से प्राइस
डाउन जाता है आई होप आप मेरी बातों को समझ रहे हो क्योंकि आपको यह पता है कि अगर बाय करना है
तो कोई सेल करने वाला होना चाहिए अगर सेल करना है तो कोई बाय करने वाला होना चाहिए और यह इसके पीछे
का लॉजिक है और यह सारी चीज इसके अंदर होती है ट्स वई सपोर्ट रेजिस्टेंस सम टाइम्स वर्क करता है राइट और
जब आप इसका लॉजिक को जानते हो और इसके अंदर ओवरलैपिंग मिक्स करते हो एफ एफजी या ऑडर ब्लॉक आप जब मिक्स
करते हो तब आप एक्चुअल में जो पॉइंट से मूव आने वाला है वह पकड़ पाते हो आप ब्लाइंड कोई भी सपोर्ट
